0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254
0.835251178843641,0.8700612356461066,0.8847918275259141,0.8877689586370645,0.8825543045072648,0.8509043905628679,0.804689499383801,0.8204124315623449,0.8382483817924087,0.8634993975477399,0.8716260019947015,0.8735278151506958,0.8723212701219392,0.8692665420564099,0.8747386599559828,0.8855526888939484,0.8861517695584753,0.8819280000088063,0.8748894270756311,0.8720212911814131,0.8510001716850553,0.8162498792581847,0.7856298534235318,0.7703231513383091,0.7538609960330989,0.7378934202784817,0.7528159323080115,0.7907913345989821,0.8337381418793404,0.8755466158366787,0.8976100612473481,0.8943019184865284,0.876398218504902,0.8606108094832046,0.8457807153803281,0.8450504088302366,0.8512294163027285,0.8829166167078395,0.946633299008439,0.9999999999999998,0.9956714757806722,0.9294592761256373,0.849222264887121,0.7676459866073755,0.6886810792966436,0.6016456473725509,0.5144111104307363,0.4452311970056695,0.48893338297447,0.57495055518482,0.6519465484324554,0.7241328472253381,0.7649689711502823,0.7767952058211967,0.78295159999627,0.7739985825889686,0.7614297243331569,0.7172854835765163,0.7290377618036794,0.763032385210898,0.7904384869444343,0.8017968205344912,0.8031651714598029,0.8116089114359124,0.8115696747943881,0.8101786926327084,0.8025687981742393,0.8021881495746384,0.8019839843337528,0.7942373942990686,0.7880085910934913,0.7888399895328606,0.7930419779191225,0.7880804521674019,0.7879025191063882,0.785255802940757,0.7795680915079559,0.7653666756284585,0.7422496139953239,0.74867909241579,0.779521503086612,0.8257772199346867,0.8688503551514419,0.8890274299871932,0.8933648520409239,0.8789348212507331,0.8528093074837704,0.8291335466321523,0.8107151440550904,0.8024470565918829,0.8113352250549102,0.8576139514379599,0.9125223171353649,0.9340551208519405,0.8809402514501159,0.8028448548578802,0.715809650300488,0.6285077657085367,0.5412062714363175,0.4556850920190325,0.430043704665773,0.5058629667590944,0.5863706460578035,0.6603899819102026,0.7125791027145787,0.7436105061952458,0.7746191471900639,0.7875009850039432,0.7804137386826959,0.7544306075724296,0.706430906653887,0.7093923169907301,0.7357951955807074,0.7561891214265979,0.7649192651412726,0.7733807098806473,0.7748649617964041,0.7748378946797672,0.7361363038173561,0.7289701589480442,0.724300359314898,0.7138058027676208,0.7044078636599853,0.682544579708116,0.6540883914310942,0.6334625913337006,0.6683220789717084,0.7129071066618835,0.7401205809105365,0.741641838283823,0.7108108548297778,0.6804779050180276,0.6222551338400801,0.5435394807667391,0.4659470458668187,0.3807182881294511,0.304196411388155,0.2197370259630762,0.1428282200123645,0.06060938106591274,0.0,0.025840387098647,0.10401378976233477,0.19115422703296314,0.27642242508702153,0.35295647417945775,0.4387959409238824,0.5260942106568878,0.6119930209904954,0.6884368629699289,0.7730434219437108,0.8201201291013029,0.7792607728418763,0.7520011435481433,0.7461164504847899,0.7564150121178417,0.7775375818220491,0.7956406836853274,0.8208115502284807,0.8373145136950175,0.8320174524759316,0.8050100133861171,0.7583810775042179,0.7181906252371253,0.6928199954200795,0.6946965729555179,0.7158110102572255,0.7337812621791884,0.7326903222937153,0.7378297116487766,0.7406943292047485,0.7412016087070958,0.7394993494183251,0.7455046637504592,0.7470814799107532,0.7518144186868232,0.7538160059546966,0.7609744223140102,0.767812088108957,0.7679254852173891,0.7652851207429265,0.7638140223833785,0.7540908084791946,0.7304690089419072,0.7041537480435112,0.6638096769552135,0.6480330928811597,0.6847408889692701,0.7246243867397453,0.7378353575529724,0.7278501591322131,0.7138772554258253,0.6543038666324941,0.5791713904357472,0.49430306774017896,0.4136019033021756,0.33373869668683476,0.25164918847291884,0.17324698535250938,0.0925679903068577,0.05342469254170057,0.10515333054087472,0.19015655593279934,0.2674781149222296,0.3271663305139072,0.4094324949910033,0.4967153270975835,0.5833737693706114,0.6606371186354105,0.7443676213538193,0.8313897225670062,0.8914937771105846,0.8576367230017896,0.8196184838464922,0.7997413176709876,0.7964926694518024,0.7971555993886723,0.8100659092311038,0.827891857467353,0.8492579815252104,0.8428484094453792,0.807109793382548,0.7588888442555126,0.7181945648847672,0.6898835324677444,0.6869716512395387,0.7058541453032665,0.7272175384246242,0.7460737250551188,0.7802521601413404,0.8110401068289483,0.8263038082792555,0.8309496677769939,0.8380400009894873,0.832623012654613,0.8292595792977633,0.8244426164168408,0.8177740099233748,0.8242986530365772,0.8248712701505296,0.8167153181622588,0.7973287956721673,0.7757366767572507,0.7504881055294341,0.7675838214324011,0.8161826886811345,0.8383732613450785,0.8389177226361249,0.8266270437470087,0.7769358565312225,0.7006193715287428,0.6242928989940102,0.5419337537371718,0.46532354381345975,0.3864647281024618
